"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","accuracy","f1","model_type","symbol","threshold","horizon"
"2025-11-10 18:12:51","1.3s","4b49bc0aba644f0a81c50506caf3e712","ETHUSDT_XGBoost_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5722854188210962","0.6265799927771759","XGBoost","ETHUSDT","0.02","60"
"2025-11-10 18:12:48","3.2s","54879a0b7af543588a41bc9d39097ea5","ETHUSDT_RandomForest_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5702171664943123","0.6283977110157367","RandomForest","ETHUSDT","0.02","60"
"2025-11-10 18:12:47","1.0s","8f6fb5ee4ca3426ba04b4d9bd62fb1d1","ETHUSDT_LogisticRegression_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5904860392967942","0.6638370118845501","LogisticRegression","ETHUSDT","0.02","60"
"2025-11-10 18:01:22","11.4min","c75bd5225d0247f481699deb6f04ace2","BNBUSDT_LightGBM_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5439252336448598","0.7046004842615012","LightGBM_OPT","BNBUSDT","0.02","60"
"2025-11-10 18:01:18","4.0s","d24adcd667134290afbf639f1d044fe0","BNBUSDT_XGBoost_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5567757009345794","0.7067552944813728","XGBoost_OPT","BNBUSDT","0.02","60"
"2025-11-10 18:01:08","9.9s","489c6247260048488689982da1ebf114","BNBUSDT_RandomForest_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5266355140186916","0.6537935748462064","RandomForest_OPT","BNBUSDT","0.02","60"
"2025-11-10 18:01:07","1.2s","19db98f79ee3481aaaab3c07a32e8806","BNBUSDT_LightGBM_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5658878504672897","0.6988654781199352","LightGBM","BNBUSDT","0.02","60"
"2025-11-10 18:01:05","1.5s","6d6c67d9b0294f389cd0338842904bcf","BNBUSDT_XGBoost_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5593457943925234","0.6992025518341308","XGBoost","BNBUSDT","0.02","60"
"2025-11-10 18:01:02","2.9s","67ea613a727343eb9fd77ed99d4591d9","BNBUSDT_RandomForest_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5264018691588785","0.651538593776861","RandomForest","BNBUSDT","0.02","60"
"2025-11-10 18:01:01","1.4s","819008ed8af44430be96fe6c81579d45","BNBUSDT_LogisticRegression_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5007009345794392","0.3406356062943536","LogisticRegression","BNBUSDT","0.02","60"
"2025-11-10 17:48:40","9.7min","0b75284c12b54679a49e5ff1aa3a921a","SOLUSDT_LightGBM_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.604602510460251","0.7105666156202144","LightGBM_OPT","SOLUSDT","0.05","5"
"2025-11-10 17:48:38","1.4s","9d8c0ff8fb7e4955832e7206c8615d4d","SOLUSDT_XGBoost_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5993723849372385","0.7181751287711553","XGBoost_OPT","SOLUSDT","0.05","5"
"2025-11-10 17:48:35","3.3s","b301edd072a84e37a84fdbab55486ed7","SOLUSDT_RandomForest_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.6098326359832636","0.6935086277732129","RandomForest_OPT","SOLUSDT","0.05","5"
"2025-11-10 17:48:34","1.2s","c4e75a46d42748e9a67ea61166adcc9a","SOLUSDT_LightGBM_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5930962343096234","0.6910246227164416","LightGBM","SOLUSDT","0.05","5"
"2025-11-10 17:48:32","1.3s","8b5e2856727e43e184a0b8613f09425c","SOLUSDT_XGBoost_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.6265690376569037","0.7186761229314421","XGBoost","SOLUSDT","0.05","5"
"2025-11-10 17:48:31","1.6s","425dab87acf94cdbaca0fcf1fed36af5","SOLUSDT_RandomForest_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.606694560669456","0.6957928802588996","RandomForest","SOLUSDT","0.05","5"
"2025-11-10 17:48:30","1.0s","803b3d7f6e134edda754e30a9a51a464","SOLUSDT_LogisticRegression_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5638075313807531","0.6734534064212999","LogisticRegression","SOLUSDT","0.05","5"
"2025-11-10 17:40:07","8.4min","841c35a9ebde47cc8879f8eb4823b6be","BTCUSDT_LightGBM_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.49310344827586206","0.6557377049180327","LightGBM_OPT","BTCUSDT","0.05","5"
"2025-11-10 17:40:06","1.4s","8d53f7ee7f6e434ba13539e71c70df6a","BTCUSDT_XGBoost_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5","0.6666666666666666","XGBoost_OPT","BTCUSDT","0.05","5"
"2025-11-10 17:40:04","2.0s","7a5b40751a3542478c0284e5d0a16a5d","BTCUSDT_RandomForest_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5310344827586206","0.6","RandomForest_OPT","BTCUSDT","0.05","5"
"2025-11-10 17:40:03","1.2s","f4b0330a50f44142b4cc8922176cc48e","BTCUSDT_LightGBM_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5172413793103449","0.6132596685082873","LightGBM","BTCUSDT","0.05","5"
"2025-11-10 17:40:01","1.4s","f145725465c0467782bb9a1294e5ba77","BTCUSDT_XGBoost_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5620689655172414","0.6402266288951841","XGBoost","BTCUSDT","0.05","5"
"2025-11-10 17:40:00","1.3s","b2e68020b27d46f2a34b277cb7ad57e3","BTCUSDT_RandomForest_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5310344827586206","0.6344086021505376","RandomForest","BTCUSDT","0.05","5"
"2025-11-10 17:39:59","1.0s","a65b477d3f19470198c7a8df1337f756","BTCUSDT_LogisticRegression_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5137931034482759","0.5634674922600619","LogisticRegression","BTCUSDT","0.05","5"
"2025-11-10 17:31:01","9.0min","a94120f340ad4daa8cc61e4e1284ff27","ETHUSDT_LightGBM_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5868372943327239","0.635483870967742","LightGBM_OPT","ETHUSDT","0.05","5"
"2025-11-10 17:30:59","1.5s","c1ea79cde10d454e87eec7ca3d39bc4d","ETHUSDT_XGBoost_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.6142595978062158","0.6645468998410174","XGBoost_OPT","ETHUSDT","0.05","5"
"2025-11-10 17:30:57","2.7s","29a8165c1a6c4519945025f2e885a68f","ETHUSDT_RandomForest_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.6307129798903108","0.7002967359050445","RandomForest_OPT","ETHUSDT","0.05","5"
